====================
Dataset: ml1m/female
====================

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6188534357188473	0.5985826669267279	0.01060724270203498	145.3563414377969
1	0.6017015095708086	0.5673850854950913	0.010603991938105453	123.39291519418887
2	0.5833632344548183	0.5435374813081074	0.010623496521682596	159.01116597045367
5	0.518208012379506	0.4674696053572589	0.010678759508484494	110.66000761657716
10	0.3986438943167597	0.3700929718483843	0.011000585137507311	76.85460205649395
20	0.27039830102509443	0.30646576945582216	0.01236915675183668	63.95144185353615
50	0.14387563386712332	0.244249398608673	0.019657369481828224	36.01314234504733
100	0.08291812903353425	0.22058383720174246	0.03068396073077173	33.8042663849562
200	0.045533855411409065	0.21450165788960404	0.052707886353293015	19.09810983300874
500	0.019552658934380816	0.2358266692672778	0.09923932124049153	24.930034378272264
1000	0.010050811586845839	0.2736167999479877	0.15499317339574803	23.638902429255882
2000	0.005102226909435388	0.33643456212209877	0.2341915350107275	17.729433574194413
3481	0.0029766026177720823	0.39944411936805146	0.31285026981340613	29.725230498323604

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6188534357188473	0.5985826669267279	0.01060724270203498	167.2858767924844
1	0.6017015095708086	0.5673850854950913	0.010603991938105453	187.5827308258984
2	0.5833632344548183	0.5435374813081074	0.010623496521682596	223.78482215401826
5	0.518208012379506	0.4674696053572589	0.010678759508484494	142.9394305829949
10	0.3986438943167597	0.3700929718483843	0.011000585137507311	95.59132124290205
20	0.27039830102509443	0.30646576945582216	0.01236915675183668	84.85222007915935
50	0.14387563386712332	0.244249398608673	0.019657369481828224	41.00299955071548
100	0.08291812903353425	0.22058383720174246	0.03068396073077173	39.28170094633117
200	0.045533855411409065	0.21450165788960404	0.052707886353293015	50.961308211353334
500	0.019552658934380816	0.2358266692672778	0.09923932124049153	30.822240683388635
1000	0.010050811586845839	0.2736167999479877	0.15499317339574803	32.51040026677345
2000	0.005102226909435388	0.33643456212209877	0.2341915350107275	24.341021435670342
3481	0.0029766026177720823	0.39944411936805146	0.31285026981340613	30.51856558827433

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6188534357188473	0.19210389441518758	0.01060724270203498	144.91895786928464
1	0.6017015095708086	0.13765684935959951	0.010603991938105453	145.1079041571729
2	0.5833632344548183	0.11558741304206488	0.010623496521682596	156.79557134724587
5	0.518208012379506	0.08758858331707951	0.010678759508484494	81.3177703999556
10	0.3986438943167597	0.06620180742474482	0.011000585137507311	68.23785195142224
20	0.27039830102509443	0.05278590468760158	0.01236915675183668	48.80560326488446
50	0.14387563386712332	0.046112086340289966	0.019657369481828224	36.02770127119322
100	0.08291812903353425	0.05107600286067225	0.03068396073077173	29.703703617537915
200	0.045533855411409065	0.06861062349652171	0.052707886353293015	22.37632285983848
500	0.019552658934380816	0.111923802093492	0.09923932124049153	13.92034754788378
1000	0.010050811586845839	0.16656914374878098	0.15499317339574803	16.963172337380023
2000	0.005102226909435388	0.24512385410571477	0.2341915350107275	17.22004434976188
3481	0.0029766026177720823	0.32330797737468303	0.31285026981340613	18.75448330657771

FScore@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6188534357188473	0.5985826669267279	0.01060724270203498	174.63986924433388
1	0.6017015095708086	0.5673850854950913	0.010603991938105453	155.82414229166173
2	0.5833632344548183	0.5435374813081074	0.010623496521682596	186.84394645154472
5	0.518208012379506	0.4674696053572589	0.010678759508484494	129.93757871231702
10	0.3986438943167597	0.3700929718483843	0.011000585137507311	72.93798066440058
20	0.27039830102509443	0.30646576945582216	0.01236915675183668	92.60998826398557
50	0.14387563386712332	0.244249398608673	0.019657369481828224	38.730322282744616
100	0.08291812903353425	0.22058383720174246	0.03068396073077173	38.5324825945895
200	0.045533855411409065	0.21450165788960404	0.052707886353293015	24.877164238724475
500	0.019552658934380816	0.2358266692672778	0.09923932124049153	17.04630929520159
1000	0.010050811586845839	0.2736167999479877	0.15499317339574803	20.862375694499736
2000	0.005102226909435388	0.33643456212209877	0.2341915350107275	18.688537926672346
3481	0.0029766026177720823	0.39944411936805146	0.31285026981340613	23.00928353718435

