====================
Dataset: ml1m/young
====================

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6339353332355111	0.5794723294723294	0.01801801801801801	836.6940278430332
1	0.6140615363052268	0.5476190476190476	0.009009009009009005	679.4576693789518
2	0.5935383899304681	0.5165701415701416	0.009009009009009005	672.242537987985
5	0.5256713577933486	0.44256756756756754	0.009009009009009005	745.9223983806303
10	0.40631399151200676	0.3357464607464608	0.009330759330759329	579.1271442955302
20	0.2777102669111583	0.26801801801801795	0.014317889317889321	237.87105569574322
50	0.14790391167413855	0.21959459459459454	0.02043114543114543	148.88923132706157
100	0.08491093009139104	0.2022200772200772	0.0386100386100386	107.7484766806051
200	0.04639020743956042	0.2335907335907336	0.08526383526383527	110.36244049099523
500	0.019784183643211738	0.2778314028314029	0.17245817245817244	100.64578082412059
1000	0.010139995724176617	0.3484555984555984	0.2660875160875161	93.38701286003393
2000	0.005136571176732047	0.43597168597168595	0.3804697554697555	102.01921795296998
2650	0.003927389173643507	0.48471685971685974	0.43130630630630623	102.1439162782415

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6339353332355111	0.5794723294723294	0.01801801801801801	736.8820884452998
1	0.6140615363052268	0.5476190476190476	0.009009009009009005	557.0155517070624
2	0.5935383899304681	0.5165701415701416	0.009009009009009005	534.6634868962686
5	0.5256713577933486	0.44256756756756754	0.009009009009009005	827.4376048900526
10	0.40631399151200676	0.3357464607464608	0.009330759330759329	773.0464281951055
20	0.2777102669111583	0.26801801801801795	0.014317889317889321	256.32970988299036
50	0.14790391167413855	0.21959459459459454	0.02043114543114543	243.6842943955394
100	0.08491093009139104	0.2022200772200772	0.0386100386100386	159.34442187504223
200	0.04639020743956042	0.2335907335907336	0.08526383526383527	181.15766867041418
500	0.019784183643211738	0.2778314028314029	0.17245817245817244	181.63796324183272
1000	0.010139995724176617	0.3484555984555984	0.2660875160875161	164.10696186246895
2000	0.005136571176732047	0.43597168597168595	0.3804697554697555	183.58064896675728
2650	0.003927389173643507	0.48471685971685974	0.43130630630630623	182.51920012561817

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6339353332355111	0.18484555984555986	0.01801801801801801	851.3412630836408
1	0.6140615363052268	0.10408622908622908	0.009009009009009005	743.3259977621619
2	0.5935383899304681	0.07528957528957528	0.009009009009009005	694.1776474016161
5	0.5256713577933486	0.05485842985842986	0.009009009009009005	480.8308945336751
10	0.40631399151200676	0.04295366795366795	0.009330759330759329	427.546520477074
20	0.2777102669111583	0.03973616473616474	0.014317889317889321	204.33311643702973
50	0.14790391167413855	0.03651866151866152	0.02043114543114543	118.59491854077001
100	0.08491093009139104	0.051480051480051484	0.0386100386100386	133.73129539994665
200	0.04639020743956042	0.09523809523809523	0.08526383526383527	84.72636861925437
500	0.019784183643211738	0.1792149292149292	0.17245817245817244	102.74049603310002
1000	0.010139995724176617	0.27300514800514797	0.2660875160875161	98.5361889922537
2000	0.005136571176732047	0.3844916344916345	0.3804697554697555	107.65542649000673
2650	0.003927389173643507	0.4369369369369368	0.43130630630630623	163.76883371490203

FScore@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6339353332355111	0.5794723294723294	0.01801801801801801	741.1608175026282
1	0.6140615363052268	0.5476190476190476	0.009009009009009005	565.5872859823606
2	0.5935383899304681	0.5165701415701416	0.009009009009009005	543.3791284684406
5	0.5256713577933486	0.44256756756756754	0.009009009009009005	815.3342631032441
10	0.40631399151200676	0.3357464607464608	0.009330759330759329	636.2127941418811
20	0.2777102669111583	0.26801801801801795	0.014317889317889321	215.12889558197816
50	0.14790391167413855	0.21959459459459454	0.02043114543114543	170.01234377199032
100	0.08491093009139104	0.2022200772200772	0.0386100386100386	104.68909466014247
200	0.04639020743956042	0.2335907335907336	0.08526383526383527	118.31891295904941
500	0.019784183643211738	0.2778314028314029	0.17245817245817244	131.00374898973772
1000	0.010139995724176617	0.3484555984555984	0.2660875160875161	121.84997950533433
2000	0.005136571176732047	0.43597168597168595	0.3804697554697555	124.18451947824538
2650	0.003927389173643507	0.48471685971685974	0.43130630630630623	121.25191784321315

