====================
Dataset: ml100k/young
====================

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7449987875547505	0.6896825396825397	0.040740740740740744	661.4026883841163
1	0.7249750550047382	0.653042328042328	0.040740740740740744	547.7563931652202
2	0.7048261359096942	0.6185185185185185	0.04087301587301588	527.8171847488073
5	0.6279961120663234	0.5408730158730158	0.04219576719576719	425.52295887837494
10	0.4776146102227436	0.4158730158730159	0.04417989417989419	369.3609279313382
20	0.316740273258755	0.335978835978836	0.053174603174603166	348.900770419599
50	0.16271138225635165	0.312037037037037	0.07923280423280424	152.88488021491995
100	0.09133193838203038	0.3096560846560847	0.1007936507936508	126.31555898929842
200	0.0492257943399634	0.3292328042328042	0.16137566137566137	115.14410450856607
500	0.02079937635847883	0.4003968253968255	0.26455026455026454	191.52524570276935
1012	0.01067652603563624	0.47460317460317464	0.3621693121693121	187.53417053674934

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7449987875547505	0.6896825396825397	0.040740740740740744	696.9888411096998
1	0.7249750550047382	0.653042328042328	0.040740740740740744	572.5533543404034
2	0.7048261359096942	0.6185185185185185	0.04087301587301588	568.8762808041937
5	0.6279961120663234	0.5408730158730158	0.04219576719576719	449.81350848855294
10	0.4776146102227436	0.4158730158730159	0.04417989417989419	404.44946053880074
20	0.316740273258755	0.335978835978836	0.053174603174603166	294.4105584933389
50	0.16271138225635165	0.312037037037037	0.07923280423280424	163.59771030899566
100	0.09133193838203038	0.3096560846560847	0.1007936507936508	109.89792754426976
200	0.0492257943399634	0.3292328042328042	0.16137566137566137	160.38677383393656
500	0.02079937635847883	0.4003968253968255	0.26455026455026454	156.0199257286684
1012	0.01067652603563624	0.47460317460317464	0.3621693121693121	135.9730795850689

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7449987875547505	0.201058201058201	0.040740740740740744	542.4612547016537
1	0.7249750550047382	0.13068783068783066	0.040740740740740744	493.3323525219373
2	0.7048261359096942	0.11044973544973545	0.04087301587301588	480.7281739472586
5	0.6279961120663234	0.08412698412698413	0.04219576719576719	380.6401672006506
10	0.4776146102227436	0.07751322751322753	0.04417989417989419	356.7659395244364
20	0.316740273258755	0.07936507936507935	0.053174603174603166	265.51749822872836
50	0.16271138225635165	0.09973544973544975	0.07923280423280424	104.37827113854594
100	0.09133193838203038	0.11865079365079366	0.1007936507936508	105.69915106398251
200	0.0492257943399634	0.17830687830687827	0.16137566137566137	106.28513614711603
500	0.02079937635847883	0.2787037037037037	0.26455026455026454	154.00202489410367
1012	0.01067652603563624	0.37328042328042327	0.3621693121693121	163.26202076529393

FScore@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7449987875547505	0.6896825396825397	0.040740740740740744	685.832877605756
1	0.7249750550047382	0.653042328042328	0.040740740740740744	529.5766476823852
2	0.7048261359096942	0.6185185185185185	0.04087301587301588	498.51393127887854
5	0.6279961120663234	0.5408730158730158	0.04219576719576719	422.5229382032459
10	0.4776146102227436	0.4158730158730159	0.04417989417989419	350.01336415957354
20	0.316740273258755	0.335978835978836	0.053174603174603166	330.758889992375
50	0.16271138225635165	0.312037037037037	0.07923280423280424	161.37045186492642
100	0.09133193838203038	0.3096560846560847	0.1007936507936508	121.13552947035815
200	0.0492257943399634	0.3292328042328042	0.16137566137566137	119.47223685726469
500	0.02079937635847883	0.4003968253968255	0.26455026455026454	109.4608021279976
1012	0.01067652603563624	0.47460317460317464	0.3621693121693121	139.34089834464118

