====================
Dataset: ml100k/old
====================

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.750149108967487	0.718482905982906	0.0	796.9911185711006
1	0.7317866244170546	0.6591880341880342	0.0	851.7016980482265
2	0.709940779252787	0.608974358974359	0.0	617.2553601529476
5	0.6378544290543227	0.5197649572649573	0.0	673.8252095247008
10	0.48040196185266704	0.4081196581196581	5.341880341880342E-4	503.3595508721039
20	0.31688476586218106	0.3354700854700854	0.01655982905982906	436.3817717170848
50	0.16052281434670113	0.2986111111111112	0.008547008547008546	346.95716307485804
100	0.09078528283135286	0.2772435897435898	0.07852564102564102	359.097054351459
200	0.0491105494206656	0.3034188034188034	0.12767094017094016	327.26946664507193
500	0.020847208913162035	0.41506410256410264	0.2596153846153847	303.337496526932
1042	0.010465167482633349	0.4807692307692307	0.3498931623931625	190.17660515144885

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.750149108967487	0.718482905982906	0.0	1266.4627297623836
1	0.7317866244170546	0.6591880341880342	0.0	1374.662435288461
2	0.709940779252787	0.608974358974359	0.0	755.8604631227014
5	0.6378544290543227	0.5197649572649573	0.0	980.9233872431325
10	0.48040196185266704	0.4081196581196581	5.341880341880342E-4	1073.9133381315726
20	0.31688476586218106	0.3354700854700854	0.01655982905982906	455.1597195180565
50	0.16052281434670113	0.2986111111111112	0.008547008547008546	297.4940048173864
100	0.09078528283135286	0.2772435897435898	0.07852564102564102	376.5422899384477
200	0.0491105494206656	0.3034188034188034	0.12767094017094016	464.9309298076187
500	0.020847208913162035	0.41506410256410264	0.2596153846153847	326.96000363328506
1042	0.010465167482633349	0.4807692307692307	0.3498931623931625	219.75189757288962

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.750149108967487	0.22275641025641027	0.0	1180.9762148797588
1	0.7317866244170546	0.1282051282051282	0.0	1212.6376271014299
2	0.709940779252787	0.09455128205128205	0.0	921.7347562641709
5	0.6378544290543227	0.07371794871794873	0.0	750.8382915883848
10	0.48040196185266704	0.051816239316239326	5.341880341880342E-4	470.8267191275132
20	0.31688476586218106	0.053952991452991456	0.01655982905982906	474.8257817175382
50	0.16052281434670113	0.05448717948717949	0.008547008547008546	312.8172313246303
100	0.09078528283135286	0.09455128205128205	0.07852564102564102	412.41579996029583
200	0.0491105494206656	0.14102564102564097	0.12767094017094016	209.56261069667505
500	0.020847208913162035	0.27350427350427353	0.2596153846153847	226.11722969908982
1042	0.010465167482633349	0.3664529914529915	0.3498931623931625	170.84982982724887

FScore@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.750149108967487	0.718482905982906	0.0	1004.9838555665124
1	0.7317866244170546	0.6591880341880342	0.0	1137.8374567419937
2	0.709940779252787	0.608974358974359	0.0	681.6606097563646
5	0.6378544290543227	0.5197649572649573	0.0	759.9761785996168
10	0.48040196185266704	0.4081196581196581	5.341880341880342E-4	701.7541147933626
20	0.31688476586218106	0.3354700854700854	0.01655982905982906	430.8813019645357
50	0.16052281434670113	0.2986111111111112	0.008547008547008546	270.287742027037
100	0.09078528283135286	0.2772435897435898	0.07852564102564102	387.700838741169
200	0.0491105494206656	0.3034188034188034	0.12767094017094016	398.9312139043743
500	0.020847208913162035	0.41506410256410264	0.2596153846153847	266.83764954242747
1042	0.010465167482633349	0.4807692307692307	0.3498931623931625	175.2970794419528

