====================
Dataset: ml1m
====================

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5744670846998197	0.5681015452538632	0.006962840323767479	149.96845258050692
1	0.558021370582613	0.5486754966887417	0.007008830022075056	149.57344173064297
2	0.5411102587734278	0.5158572479764534	0.009896983075791019	118.21504500834037
5	0.4818833484434496	0.44434326710816785	0.009556659308314936	78.13625138934233
10	0.376380685746826	0.3578090507726268	0.009731420161883735	72.33461474696176
20	0.2591615250465006	0.2858673657100809	0.011492825607064019	72.49246737397898
50	0.1402109940809669	0.24162987490802054	0.018455665930831495	30.57398532431912
100	0.0825078007014309	0.22092991169977927	0.026163539367181757	31.168070505533464
200	0.04607152091230582	0.20689385577630612	0.039983443708609276	21.010039952700176
500	0.020093874542359634	0.2167494481236203	0.07094370860927152	29.95621471266706
1000	0.01048631268331988	0.23939477557027228	0.10463116261957323	39.950781726533215
2000	0.005441500164616804	0.27802612214863864	0.15437362030905075	40.7626670865659
3706	0.002804388214482436	0.338051876379691	0.23556843267108174	45.91658067491967

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5744670846998197	0.5681015452538632	0.006962840323767479	182.28555849833745
1	0.558021370582613	0.5486754966887417	0.007008830022075056	198.47729234295215
2	0.5411102587734278	0.5158572479764534	0.009896983075791019	147.77907636417487
5	0.4818833484434496	0.44434326710816785	0.009556659308314936	83.99718107610875
10	0.376380685746826	0.3578090507726268	0.009731420161883735	72.24297086338896
20	0.2591615250465006	0.2858673657100809	0.011492825607064019	67.6442701308344
50	0.1402109940809669	0.24162987490802054	0.018455665930831495	41.17124420534491
100	0.0825078007014309	0.22092991169977927	0.026163539367181757	39.23156866435106
200	0.04607152091230582	0.20689385577630612	0.039983443708609276	58.893533293912924
500	0.020093874542359634	0.2167494481236203	0.07094370860927152	54.470163825685695
1000	0.01048631268331988	0.23939477557027228	0.10463116261957323	44.06259932614473
2000	0.005441500164616804	0.27802612214863864	0.15437362030905075	37.95079994268576
3706	0.002804388214482436	0.338051876379691	0.23556843267108174	56.81979468387211

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5744670846998197	0.1941501103752759	0.006962840323767479	131.72969089857003
1	0.558021370582613	0.16028329654157472	0.007008830022075056	130.19255988129888
2	0.5411102587734278	0.09846394407652687	0.009896983075791019	77.91632759952626
5	0.4818833484434496	0.0789459161147903	0.009556659308314936	68.54518664040054
10	0.376380685746826	0.07286607799852833	0.009731420161883735	70.72533842533463
20	0.2591615250465006	0.04868469462840324	0.011492825607064019	32.13705057758632
50	0.1402109940809669	0.047981052244297266	0.018455665930831495	37.441507416802374
100	0.0825078007014309	0.04982523914643121	0.026163539367181757	29.787848704227997
200	0.04607152091230582	0.059855592347314204	0.039983443708609276	27.63728866150855
500	0.020093874542359634	0.08650202354672554	0.07094370860927152	33.96978683563706
1000	0.01048631268331988	0.11780261221486385	0.10463116261957323	31.84085303157844
2000	0.005441500164616804	0.16686902133922002	0.15437362030905075	33.100524545372615
3706	0.002804388214482436	0.24671173657100814	0.23556843267108174	49.42946022338791

FScore@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5744670846998197	0.5681015452538632	0.006962840323767479	164.61553119103522
1	0.558021370582613	0.5486754966887417	0.007008830022075056	171.632035364524
2	0.5411102587734278	0.5158572479764534	0.009896983075791019	117.75476465961198
5	0.4818833484434496	0.44434326710816785	0.009556659308314936	79.65980186387073
10	0.376380685746826	0.3578090507726268	0.009731420161883735	66.22683753956296
20	0.2591615250465006	0.2858673657100809	0.011492825607064019	65.88310646049179
50	0.1402109940809669	0.24162987490802054	0.018455665930831495	29.42529543797392
100	0.0825078007014309	0.22092991169977927	0.026163539367181757	35.83991197690901
200	0.04607152091230582	0.20689385577630612	0.039983443708609276	41.20097552685675
500	0.020093874542359634	0.2167494481236203	0.07094370860927152	27.05619941516461
1000	0.01048631268331988	0.23939477557027228	0.10463116261957323	39.582939646062094
2000	0.005441500164616804	0.27802612214863864	0.15437362030905075	33.57789271543702
3706	0.002804388214482436	0.338051876379691	0.23556843267108174	40.56179590273841

