====================
Dataset: ml100k/male
====================

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6559378739750559	0.6184494195688226	0.022388059701492526	333.5205087904459
1	0.6395675717325198	0.6038971807628525	0.022388059701492526	439.222703849669
2	0.6216608807383616	0.5808043117744609	0.022388059701492526	563.1752877127408
5	0.5566067191664665	0.5181177446102819	0.022429519071310102	278.3143007975554
10	0.42850659716050543	0.42408789386401335	0.02247097844112768	307.6152547248779
20	0.28831336461089435	0.3525704809286899	0.02330016583747926	130.18419668203217
50	0.15218352007091168	0.275995024875622	0.030638474295190714	123.32893175551952
100	0.08717774312236201	0.2536898839137645	0.04199834162520729	145.0689021362064
200	0.04754760662770844	0.2417910447761194	0.06820066334991708	109.57576637537689
500	0.020255765295518584	0.26733001658374794	0.12226368159203978	117.25595707776004
1000	0.01037042124500465	0.3107379767827528	0.19183250414593697	123.1658013430272
1605	0.006615635544187358	0.34705638474295186	0.23984245439469326	67.8334955840156

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6559378739750559	0.6184494195688226	0.022388059701492526	452.69671479897187
1	0.6395675717325198	0.6038971807628525	0.022388059701492526	595.0292703060152
2	0.6216608807383616	0.5808043117744609	0.022388059701492526	737.9365734867005
5	0.5566067191664665	0.5181177446102819	0.022429519071310102	383.88492465850027
10	0.42850659716050543	0.42408789386401335	0.02247097844112768	381.4557743496286
20	0.28831336461089435	0.3525704809286899	0.02330016583747926	127.38863025380938
50	0.15218352007091168	0.275995024875622	0.030638474295190714	140.42258261108574
100	0.08717774312236201	0.2536898839137645	0.04199834162520729	127.34171553071235
200	0.04754760662770844	0.2417910447761194	0.06820066334991708	148.8985352692022
500	0.020255765295518584	0.26733001658374794	0.12226368159203978	145.67361669188818
1000	0.01037042124500465	0.3107379767827528	0.19183250414593697	142.5265868131834
1605	0.006615635544187358	0.34705638474295186	0.23984245439469326	102.81924035110316

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6559378739750559	0.19548092868988387	0.022388059701492526	366.804246121019
1	0.6395675717325198	0.14622719734660033	0.022388059701492526	573.0486850175276
2	0.6216608807383616	0.130514096185738	0.022388059701492526	668.4650376994658
5	0.5566067191664665	0.1005804311774461	0.022429519071310102	196.16822793205824
10	0.42850659716050543	0.08167495854063017	0.02247097844112768	206.87845214022263
20	0.28831336461089435	0.06961028192371475	0.02330016583747926	94.65558204325657
50	0.15218352007091168	0.06024046434494195	0.030638474295190714	106.59062405968265
100	0.08717774312236201	0.06243781094527365	0.04199834162520729	105.17076672393566
200	0.04754760662770844	0.08312603648424541	0.06820066334991708	95.80769356323397
500	0.020255765295518584	0.13590381426202322	0.12226368159203978	108.12867824453652
1000	0.01037042124500465	0.20265339966832502	0.19183250414593697	92.81245803576522
1605	0.006615635544187358	0.2504975124378109	0.23984245439469326	63.55974678761291

FScore@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.6559378739750559	0.6184494195688226	0.022388059701492526	375.64343142067537
1	0.6395675717325198	0.6038971807628525	0.022388059701492526	490.90910569036873
2	0.6216608807383616	0.5808043117744609	0.022388059701492526	630.4617059817392
5	0.5566067191664665	0.5181177446102819	0.022429519071310102	290.19473084811113
10	0.42850659716050543	0.42408789386401335	0.02247097844112768	377.04666736664836
20	0.28831336461089435	0.3525704809286899	0.02330016583747926	107.61159721299278
50	0.15218352007091168	0.275995024875622	0.030638474295190714	132.80281241076557
100	0.08717774312236201	0.2536898839137645	0.04199834162520729	119.5123581071453
200	0.04754760662770844	0.2417910447761194	0.06820066334991708	121.18892728644335
500	0.020255765295518584	0.26733001658374794	0.12226368159203978	132.7263840922262
1000	0.01037042124500465	0.3107379767827528	0.19183250414593697	106.74161802417208
1605	0.006615635544187358	0.34705638474295186	0.23984245439469326	74.79053876378326

