====================
Dataset: ml1m
====================

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5434105960264901	1.0	1.0	NaN	
1	0.5434105960264901	1.0	1.0	NaN	
2	0.5434105960264901	1.0	1.0	NaN	
5	0.5434105960264901	1.0	1.0	NaN	
10	0.5434105960264901	1.0	1.0	NaN	
20	0.2864055074959418	1.0	1.0	NaN	
50	0.11441705718189343	1.0	1.0	NaN	
100	0.057169091496769506	1.0	1.0	NaN	
200	0.028575339799147413	1.0	1.0	NaN	
500	0.011427690023207605	1.0	1.0	NaN	
1000	0.005713001981493655	1.0	1.0	NaN	
2000	0.0028565667843267195	1.0	1.0	NaN	
3706	0.0015415480651653965	1.0	1.0	NaN	

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5434105960264901	1.0	1.0	NaN	
1	0.5434105960264901	1.0	1.0	NaN	
2	0.5434105960264901	1.0	1.0	NaN	
5	0.5434105960264901	1.0	1.0	NaN	
10	0.5434105960264901	1.0	1.0	NaN	
20	0.2864055074959418	1.0	1.0	NaN	
50	0.11441705718189343	1.0	1.0	NaN	
100	0.057169091496769506	1.0	1.0	NaN	
200	0.028575339799147413	1.0	1.0	NaN	
500	0.011427690023207605	1.0	1.0	NaN	
1000	0.005713001981493655	1.0	1.0	NaN	
2000	0.0028565667843267195	1.0	1.0	NaN	
3706	0.0015415480651653965	1.0	1.0	NaN	

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5434105960264901	1.0	1.0	NaN	
1	0.5434105960264901	1.0	1.0	NaN	
2	0.5434105960264901	1.0	1.0	NaN	
5	0.5434105960264901	1.0	1.0	NaN	
10	0.5434105960264901	1.0	1.0	NaN	
20	0.2864055074959418	1.0	1.0	NaN	
50	0.11441705718189343	1.0	1.0	NaN	
100	0.057169091496769506	1.0	1.0	NaN	
200	0.028575339799147413	1.0	1.0	NaN	
500	0.011427690023207605	1.0	1.0	NaN	
1000	0.005713001981493655	1.0	1.0	NaN	
2000	0.0028565667843267195	1.0	1.0	NaN	
3706	0.0015415480651653965	1.0	1.0	NaN	

