====================
Dataset: ml1m
====================

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7553653114184175	0.32308893093661306	0.047173604541154206	58.016739781707464
1	0.7408276984334392	0.23648770104068115	0.047186613055818345	74.36788231785499
2	0.7247121602065535	0.2001927625354778	0.04719607379375589	83.69833125379583
5	0.6659608535783949	0.1525626773888363	0.04729422894985809	46.002450548221134
10	0.5184977128949015	0.12392975402081362	0.04773888363292337	42.51228735531392
20	0.32813392122075025	0.10536778618732263	0.051421475875118264	32.99232927814983
50	0.16269214950466085	0.10080652790917691	0.06582899716177863	25.34357681165813
100	0.0901523901665834	0.11105250709555345	0.08556409649952697	26.229911085394967
200	0.04810004266601671	0.13333727530747394	0.1139309366130558	18.28859834050242
500	0.020156301829573075	0.184296357615894	0.17025662251655627	23.236178547072125
1000	0.010257620752172722	0.24333254493850526	0.23189687795648065	15.874382218414548
2000	0.005176641074687717	0.32929517502365196	0.3199775307473982	20.367634628322836
3706	0.0028193187371146093	0.42668164616840115	0.41954706717123935	25.67027690857918

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7553653114184175	0.7117313150425735	0.047173604541154206	89.54485863610144
1	0.7408276984334392	0.68990302743614	0.047186613055818345	71.06647519116827
2	0.7247121602065535	0.6669335383159885	0.04719607379375589	86.02210400175186
5	0.6659608535783949	0.5966816461684011	0.04729422894985809	61.859689551843516
10	0.5184977128949015	0.4803110217596972	0.04773888363292337	34.0850240894791
20	0.32813392122075025	0.3839084673604541	0.051421475875118264	49.32197929794649
50	0.16269214950466085	0.3120364238410596	0.06582899716177863	23.47410818427001
100	0.0901523901665834	0.28807710501419115	0.08556409649952697	21.374234955604145
200	0.04810004266601671	0.28588457899716174	0.1139309366130558	18.83616342306568
500	0.020156301829573075	0.3104304635761589	0.17025662251655627	21.96101358943495
1000	0.010257620752172722	0.3549798959318826	0.23189687795648065	26.005373255274247
2000	0.005176641074687717	0.41979068117313156	0.3199775307473982	23.611172122779053
3706	0.0028193187371146093	0.49341414380321663	0.41954706717123935	20.410843278545457

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7553653114184175	0.7117313150425735	0.047173604541154206	87.45667076407348
1	0.7408276984334392	0.68990302743614	0.047186613055818345	85.76482710412965
2	0.7247121602065535	0.6669335383159885	0.04719607379375589	97.98575718477925
5	0.6659608535783949	0.5966816461684011	0.04729422894985809	76.07603358422112
10	0.5184977128949015	0.4803110217596972	0.04773888363292337	55.92979841065378
20	0.32813392122075025	0.3839084673604541	0.051421475875118264	37.10882486342729
50	0.16269214950466085	0.3120364238410596	0.06582899716177863	31.964555408058303
100	0.0901523901665834	0.28807710501419115	0.08556409649952697	30.61489928161625
200	0.04810004266601671	0.28588457899716174	0.1139309366130558	37.18860208582084
500	0.020156301829573075	0.3104304635761589	0.17025662251655627	26.525459494325023
1000	0.010257620752172722	0.3549798959318826	0.23189687795648065	22.69096422226849
2000	0.005176641074687717	0.41979068117313156	0.3199775307473982	26.45902345901294
3706	0.0028193187371146093	0.49341414380321663	0.41954706717123935	28.575926815933304

