====================
Dataset: ml1m
====================

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7548218304605788	0.32208609271523175	0.04693590350047303	65.66696870854275
1	0.7401357102387628	0.23548722800378424	0.04695482497634816	92.22954617815255
2	0.7241248681523912	0.19944536423841064	0.046935903500473046	96.55487975097597
5	0.6649619035923432	0.152214995269631	0.04699858088930937	40.87055039838623
10	0.5181408688788478	0.12303453169347207	0.0474976348155156	46.60611164356407
20	0.3280569663479313	0.10461329233680228	0.05148770104068117	33.02423458747401
50	0.1626696794663304	0.099253784295175	0.06564569536423841	23.107226531012778
100	0.09014191259149378	0.10947256385998107	0.0845127719962157	29.159547115548772
200	0.048091057801922715	0.1316438032166509	0.11274243140964997	12.02471424411507
500	0.020156139037214835	0.18300023651844843	0.16894631031220442	25.9224999899015
1000	0.010257164288741885	0.24240421002838225	0.2308124408703879	18.45214393403384
2000	0.005176495552948088	0.32732734153263954	0.3178784295175024	18.185010955649847
3706	0.0028193098009547126	0.4226348155156103	0.415346499526963	23.85057369568619

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7548218304605788	0.7110028382213812	0.04693590350047303	79.9796220738966
1	0.7401357102387628	0.6885075685903501	0.04695482497634816	77.51021152805646
2	0.7241248681523912	0.6658644749290445	0.046935903500473046	91.92482085883972
5	0.6649619035923432	0.5955723746452222	0.04699858088930937	69.7572139931276
10	0.5181408688788478	0.47799314096499534	0.0474976348155156	38.23290810989495
20	0.3280569663479313	0.3810442289498582	0.05148770104068117	42.4939089512205
50	0.1626696794663304	0.31008514664143805	0.06564569536423841	23.561196134035107
100	0.09014191259149378	0.28646877956480604	0.0845127719962157	26.619264391454067
200	0.048091057801922715	0.28422894985808894	0.11274243140964997	17.43556447006231
500	0.020156139037214835	0.3085146641438032	0.16894631031220442	23.817253524262465
1000	0.010257164288741885	0.35432828760643326	0.2308124408703879	25.919334507180366
2000	0.005176495552948088	0.4189959791863765	0.3178784295175024	20.276294460403932
3706	0.0028193098009547126	0.4904801324503313	0.415346499526963	29.088561496816087

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7548218304605788	0.7110028382213812	0.04693590350047303	97.97506655832571
1	0.7401357102387628	0.6885075685903501	0.04695482497634816	114.11194096637733
2	0.7241248681523912	0.6658644749290445	0.046935903500473046	103.88058920603471
5	0.6649619035923432	0.5955723746452222	0.04699858088930937	82.00426182235842
10	0.5181408688788478	0.47799314096499534	0.0474976348155156	60.80575537101696
20	0.3280569663479313	0.3810442289498582	0.05148770104068117	47.56712084567492
50	0.1626696794663304	0.31008514664143805	0.06564569536423841	28.66309314455806
100	0.09014191259149378	0.28646877956480604	0.0845127719962157	41.71081913239667
200	0.048091057801922715	0.28422894985808894	0.11274243140964997	27.46315958152992
500	0.020156139037214835	0.3085146641438032	0.16894631031220442	25.92436527414224
1000	0.010257164288741885	0.35432828760643326	0.2308124408703879	23.719967219285213
2000	0.005176495552948088	0.4189959791863765	0.3178784295175024	21.24791757099193
3706	0.0028193098009547126	0.4904801324503313	0.415346499526963	30.663992234431714

