====================
Dataset: ml1m/male
====================

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5571999996882349	0.5578195951666282	0.00946663588085893	180.59653955686076
1	0.5411952121604016	0.5309397367813439	0.009466635880858927	175.60951196969688
2	0.5241449900407833	0.5128915569922264	0.007786243874907002	188.8911858537704
5	0.46549252506978844	0.44030760152902854	0.009466635880858923	134.0585458600348
10	0.3626202908323063	0.36696041458221096	0.007953000333512917	109.60932657213148
20	0.2507640087040804	0.30950640088252646	0.010460760922548036	63.57816493498127
50	0.13697409579614472	0.253245337232869	0.014578362708124891	51.494340699428314
100	0.08032428831470959	0.22796249262423363	0.02090228071525693	36.412394854389575
200	0.044705654282202696	0.21122912337412447	0.03666717976346238	34.65890348161929
500	0.019425134469672818	0.2141601888196208	0.0642525462428487	45.438283776532515
1000	0.01004126515494665	0.2362041099053337	0.09956643320762464	46.74551797767537
2000	0.005113466794258538	0.2720118525359809	0.15496164601452062	42.72047856426143
3671	0.0028382879848190654	0.32516226686164335	0.22657071756586877	49.029084584218865

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5571999996882349	0.5578195951666282	0.00946663588085893	206.1471597129981
1	0.5411952121604016	0.5309397367813439	0.009466635880858927	242.9460300165747
2	0.5241449900407833	0.5128915569922264	0.007786243874907002	199.07536572486063
5	0.46549252506978844	0.44030760152902854	0.009466635880858923	181.25761973578773
10	0.3626202908323063	0.36696041458221096	0.007953000333512917	116.04389232110857
20	0.2507640087040804	0.30950640088252646	0.010460760922548036	83.72953658020836
50	0.13697409579614472	0.253245337232869	0.014578362708124891	67.01109096480724
100	0.08032428831470959	0.22796249262423363	0.02090228071525693	52.77134304569325
200	0.044705654282202696	0.21122912337412447	0.03666717976346238	63.188930745243795
500	0.019425134469672818	0.2141601888196208	0.0642525462428487	47.66045576001554
1000	0.01004126515494665	0.2362041099053337	0.09956643320762464	46.51404362416826
2000	0.005113466794258538	0.2720118525359809	0.15496164601452062	42.338910532851806
3671	0.0028382879848190654	0.32516226686164335	0.22657071756586877	50.48777454507313

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5571999996882349	0.19491905898047668	0.00946663588085893	157.56222550439728
1	0.5411952121604016	0.15099155955771054	0.009466635880858927	173.347038725122
2	0.5241449900407833	0.13175042971856643	0.007786243874907002	158.2853739895857
5	0.46549252506978844	0.10723081659355037	0.009466635880858923	135.96742505326853
10	0.3626202908323063	0.08703404397239539	0.007953000333512917	89.54490998405957
20	0.2507640087040804	0.07209651350727314	0.010460760922548036	72.59327296377381
50	0.13697409579614472	0.056235408809871976	0.014578362708124891	54.22307106298232
100	0.08032428831470959	0.049654942404884675	0.02090228071525693	36.792751415358126
200	0.044705654282202696	0.058005592755073235	0.03666717976346238	53.861163514247025
500	0.019425134469672818	0.0781446419867108	0.0642525462428487	41.52487580191422
1000	0.01004126515494665	0.11101490546191538	0.09956643320762464	33.051446398525755
2000	0.005113466794258538	0.16501834321044667	0.15496164601452062	43.035360264343105
3671	0.0028382879848190654	0.2359603889273712	0.22657071756586877	60.14637307826518

FScore@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.5571999996882349	0.5578195951666282	0.00946663588085893	196.60845448181618
1	0.5411952121604016	0.5309397367813439	0.009466635880858927	197.55503374979358
2	0.5241449900407833	0.5128915569922264	0.007786243874907002	181.49967373990685
5	0.46549252506978844	0.44030760152902854	0.009466635880858923	155.51255410698448
10	0.3626202908323063	0.36696041458221096	0.007953000333512917	83.41088252564336
20	0.2507640087040804	0.30950640088252646	0.010460760922548036	60.37167649786497
50	0.13697409579614472	0.253245337232869	0.014578362708124891	50.50058989780386
100	0.08032428831470959	0.22796249262423363	0.02090228071525693	41.02539816463943
200	0.044705654282202696	0.21122912337412447	0.03666717976346238	52.0662093628221
500	0.019425134469672818	0.2141601888196208	0.0642525462428487	53.23971338445793
1000	0.01004126515494665	0.2362041099053337	0.09956643320762464	48.25098193670489
2000	0.005113466794258538	0.2720118525359809	0.15496164601452062	42.91831737431248
3671	0.0028382879848190654	0.32516226686164335	0.22657071756586877	51.67476796871065

