====================
Dataset: ml100k/young
====================

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7449987875547505	0.6832010582010583	0.037037037037037014	1087.2734657475826
1	0.7248911949725274	0.6488095238095237	0.037037037037037014	816.0423527896564
2	0.7038175898585227	0.5833333333333333	0.037037037037037014	718.8331443814213
5	0.6251634648954179	0.4695767195767196	0.039021164021164005	456.2015845800942
10	0.4791061049050097	0.38624338624338617	0.041666666666666644	934.8074636242319
20	0.3163808804713553	0.3167989417989417	0.015873015873015865	402.11986946044055
50	0.16245450348659046	0.3095238095238095	0.06216931216931217	324.28610151145506
100	0.09138612752982392	0.29960317460317454	0.12235449735449737	338.46647289837506
200	0.04922030774729379	0.31150793650793646	0.1898148148148148	281.3941407224309
500	0.020812903515629276	0.41137566137566134	0.3022486772486772	276.73660617412054
1012	0.01067652603563624	0.4675925925925926	0.3644179894179894	297.56758059947543

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7449987875547505	0.6832010582010583	0.037037037037037014	1245.0153088744362
1	0.7248911949725274	0.6488095238095237	0.037037037037037014	940.4744953258257
2	0.7038175898585227	0.5833333333333333	0.037037037037037014	936.4036275077781
5	0.6251634648954179	0.4695767195767196	0.039021164021164005	572.4159901065137
10	0.4791061049050097	0.38624338624338617	0.041666666666666644	933.3424958407576
20	0.3163808804713553	0.3167989417989417	0.015873015873015865	472.81315147590794
50	0.16245450348659046	0.3095238095238095	0.06216931216931217	333.5936444293458
100	0.09138612752982392	0.29960317460317454	0.12235449735449737	283.0040455796908
200	0.04922030774729379	0.31150793650793646	0.1898148148148148	338.35514605175456
500	0.020812903515629276	0.41137566137566134	0.3022486772486772	332.61522414671424
1012	0.01067652603563624	0.4675925925925926	0.3644179894179894	363.3856945718516

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7449987875547505	0.17658730158730157	0.037037037037037014	1184.3644971648946
1	0.7248911949725274	0.1329365079365079	0.037037037037037014	1045.8583281381254
2	0.7038175898585227	0.11177248677248676	0.037037037037037014	617.1406466944238
5	0.6251634648954179	0.07076719576719576	0.039021164021164005	484.66006127208226
10	0.4791061049050097	0.08267195767195767	0.041666666666666644	987.6349542650066
20	0.3163808804713553	0.03902116402116401	0.015873015873015865	317.41674767168837
50	0.16245450348659046	0.08399470899470898	0.06216931216931217	307.6473788085885
100	0.09138612752982392	0.1388888888888889	0.12235449735449737	290.7260259276135
200	0.04922030774729379	0.2017195767195767	0.1898148148148148	237.99522369773203
500	0.020812903515629276	0.3148148148148148	0.3022486772486772	267.9798171920246
1012	0.01067652603563624	0.37433862433862447	0.3644179894179894	277.0116473323536

FScore@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.7449987875547505	0.6832010582010583	0.037037037037037014	1289.5775131967848
1	0.7248911949725274	0.6488095238095237	0.037037037037037014	886.9058710840986
2	0.7038175898585227	0.5833333333333333	0.037037037037037014	747.0782014071749
5	0.6251634648954179	0.4695767195767196	0.039021164021164005	478.3834777820625
10	0.4791061049050097	0.38624338624338617	0.041666666666666644	1064.6753487566548
20	0.3163808804713553	0.3167989417989417	0.015873015873015865	441.7294373298447
50	0.16245450348659046	0.3095238095238095	0.06216931216931217	293.495168487168
100	0.09138612752982392	0.29960317460317454	0.12235449735449737	354.96349744158465
200	0.04922030774729379	0.31150793650793646	0.1898148148148148	269.71176661929076
500	0.020812903515629276	0.41137566137566134	0.3022486772486772	272.8721526413017
1012	0.01067652603563624	0.4675925925925926	0.3644179894179894	294.9420993593212

