====================
Dataset: ml1m
====================

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.799802977181109	0.9994576653898897	0.9993379675604108	1183.460322030581
1	0.7998026251917982	0.9994517543859649	0.9993379675604108	1105.0820707996975
2	0.799802249798488	0.9994103773584909	0.9993379675604108	1116.4228933783254
5	0.7998012941484359	0.9994458433820401	0.9993379675604108	1116.6605797680559
10	0.7997943687128408	0.9994000331016221	0.9993379675604108	1031.2767937241038
20	0.4213772555560661	0.9993763890859225	0.9993379675604108	921.509796565884
50	0.1682883037555259	0.9993808223388662	0.9993394453113921	797.8413024347068
100	0.0840611977158676	0.9993660448290539	0.9993424008133545	757.7844379900303
200	0.04203203424440688	0.999364567078073	0.9993468340662981	556.6391873555852
500	0.016812885277619018	0.9993734335839602	0.9993616115761104	627.4631786640302
1000	0.00840656538628368	0.9993778668369038	0.9993749113349413	535.8351565115147
2000	0.004203511645964037	0.9993926443467162	0.9993896888447538	534.3212021934982
3706	0.002268495725637203	0.9994177661133964	0.9994162883624151	507.8659844759128

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.799802977181109	0.9995418971958195	0.9993379675604108	1247.3628701940381
1	0.7998026251917982	0.99953007518797	0.9993379675604108	1338.7200577434096
2	0.799802249798488	0.9995212086820825	0.9993379675604108	1198.2656870260953
5	0.7998012941484359	0.9995330306899319	0.9993379675604108	1215.1555565619701
10	0.7997943687128408	0.9995152976781575	0.9993379675604108	1140.468255632966
20	0.4213772555560661	0.9995005201683455	0.9993379675604108	1162.922877916429
50	0.1682883037555259	0.9994547098879274	0.9993394453113921	824.4575319786512
100	0.0840611977158676	0.999436976876153	0.9993424008133545	739.1259748202351
200	0.04203203424440688	0.9994502766349838	0.9993468340662981	559.9724700799087
500	0.016812885277619018	0.9994399323781152	0.9993616115761104	642.4638856644575
1000	0.00840656538628368	0.9994428878800774	0.9993749113349413	534.7773536449082
2000	0.004203511645964037	0.999438454627134	0.9993896888447538	535.0524506174028
3706	0.002268495725637203	0.999466531895777	0.9994162883624151	477.51264561299945

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.799802977181109	0.9995418971958195	0.9993379675604108	1268.820387042852
1	0.7998026251917982	0.99953007518797	0.9993379675604108	1293.691261406473
2	0.799802249798488	0.9995212086820825	0.9993379675604108	1200.1548822880345
5	0.7998012941484359	0.9995330306899319	0.9993379675604108	1177.019891860922
10	0.7997943687128408	0.9995152976781575	0.9993379675604108	1075.0482347477787
20	0.4213772555560661	0.9995005201683455	0.9993379675604108	1052.6230219390486
50	0.1682883037555259	0.9994547098879274	0.9993394453113921	895.5701002569878
100	0.0840611977158676	0.999436976876153	0.9993424008133545	767.8129687093268
200	0.04203203424440688	0.9994502766349838	0.9993468340662981	635.3435363232594
500	0.016812885277619018	0.9994399323781152	0.9993616115761104	633.9420355496227
1000	0.00840656538628368	0.9994428878800774	0.9993749113349413	580.013325007844
2000	0.004203511645964037	0.999438454627134	0.9993896888447538	539.2697341551531
3706	0.002268495725637203	0.999466531895777	0.9994162883624151	553.8120659769196

