====================
Dataset: ml1m
====================

nDCG@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.31504295507434826	0.99951220244349	0.9994746795545277	1321.356242322293
1	0.3150407256261868	0.9995159547323863	0.9994746795545277	1326.3628466252728
2	0.31503875922121355	0.99951220244349	0.9994746795545277	1373.8274893367065
5	0.31503402066106573	0.9995009455768014	0.9994746795545277	1387.375979732086
10	0.315029199822876	0.9995159547323863	0.9994746795545277	1319.0124240137648
20	0.1714714117568037	0.9994746795545277	0.9994746795545277	1308.9246840522653
50	0.06832379715612139	0.999478431843424	0.9994746795545277	1189.3689958639798
100	0.034147819932769476	0.9994859364212164	0.9994746795545277	1041.7343152145988
200	0.01706074107682916	0.999478431843424	0.999478431843424	1040.5351015294414
500	0.006823377224240354	0.9994821841323203	0.999478431843424	856.2046933910972
1000	0.0034117327052536985	0.9995234593101788	0.9995234593101788	770.930022809731
2000	0.001705790502866588	0.9995384684657637	0.9995347161768675	649.0747609263167
3706	9.206348070142896E-4	0.9995647344880373	0.9995647344880373	782.0217705026752

P@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.31504295507434826	0.9996735508660279	0.9994746795545277	1277.0535796192307
1	0.3150407256261868	0.9996697985771318	0.9994746795545277	1250.6289308952319
2	0.31503875922121355	0.999654789421547	0.9994746795545277	1304.7052433434308
5	0.31503402066106573	0.9995834959325185	0.9994746795545277	1513.670167074885
10	0.315029199822876	0.9995985050881034	0.9994746795545277	1432.071330692857
20	0.1714714117568037	0.9995722390658298	0.9994746795545277	1369.509083028681
50	0.06832379715612139	0.9995497253324525	0.9994746795545277	1375.6448733503987
100	0.034147819932769476	0.9995422207546599	0.9994746795545277	1206.7916987113642
200	0.01706074107682916	0.9995609821991411	0.999478431843424	1193.7830172779595
500	0.006823377224240354	0.9995534776213486	0.999478431843424	1019.6994494139401
1000	0.0034117327052536985	0.9995797436436222	0.9995234593101788	819.559613191161
2000	0.001705790502866588	0.9996172665325845	0.9995347161768675	620.4887708545963
3706	9.206348070142896E-4	0.9996735508660279	0.9995647344880373	769.4860371109522

Recall@10
Target size	Expected intersection ratio in top n	Ratio of ties	Ratio of ties at zero	Sum of p-values
0	0.31504295507434826	0.9996735508660279	0.9994746795545277	1152.6010316469676
1	0.3150407256261868	0.9996697985771318	0.9994746795545277	1116.4796317680248
2	0.31503875922121355	0.999654789421547	0.9994746795545277	1137.0141147542158
5	0.31503402066106573	0.9995834959325185	0.9994746795545277	985.6393580075292
10	0.315029199822876	0.9995985050881034	0.9994746795545277	996.0161234380232
20	0.1714714117568037	0.9995722390658298	0.9994746795545277	986.4037689905614
50	0.06832379715612139	0.9995497253324525	0.9994746795545277	949.9160592849111
100	0.034147819932769476	0.9995422207546599	0.9994746795545277	1267.9953422165452
200	0.01706074107682916	0.9995609821991411	0.999478431843424	919.0308426136895
500	0.006823377224240354	0.9995534776213486	0.999478431843424	922.5438917663361
1000	0.0034117327052536985	0.9995797436436222	0.9995234593101788	700.1775744392739
2000	0.001705790502866588	0.9996172665325845	0.9995347161768675	664.1055516373573
3706	9.206348070142896E-4	0.9996735508660279	0.9995647344880373	819.6362232757126

